Cell_list	Type_list	Sector_list	EH84x_list	TT84x_list	CV94x_list	PT961_list	PT991_list	TT94x_list	TT961_list	R_list	Qs_list	Kv_list	nc_list	L_list
13L1_943	ARC	81	LBALB_13L1_EH843.POSST	LBALB_13L1_TT843.POSST	QRLAA_13L1_CV943.POSST	QRLAA_13L1_PT961.POSST	QRLAA_13L1_PT991.POSST	QRLAA_13L1_TT943.POSST	QRLAA_13L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
11L1_947	ARC	81	LQATI_12L1_EH847.POSST	LQATI_12L1_TT847.POSST	QRLAB_11L1_CV947.POSST	QRLAA_13L1_PT961.POSST	QRLAA_13L1_PT991.POSST	QRLAB_11L1_TT947.POSST	QRLAA_13L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
11L1_943	ARC	81	LBBLP_11L1_EH843.POSST	LBBLP_11L1_TT843.POSST	QRLAB_11L1_CV943.POSST	QRLBA_09L1_PT961.POSST	QRLBA_09L1_PT991.POSST	QRLAB_11L1_TT943.POSST	QRLAA_13L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
09L1_947	ARC	81	LQNCB_10L1_EH847.POSST	LQNCB_10L1_TT847.POSST	QRLBA_09L1_CV947.POSST	QRLBA_09L1_PT961.POSST	QRLBA_09L1_PT991.POSST	QRLBA_09L1_TT947.POSST	QRLAA_13L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
09L1_943	ARC	81	LBBLF_09L1_EH843.POSST	LBBLF_09L1_TT843.POSST	QRLBA_09L1_CV943.POSST	QRLBA_09L1_PT961.POSST	QRLBA_09L1_PT991.POSST	QRLBA_09L1_TT943.POSST	QRLAA_13L1_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
07L1_947	LSS	81	LQNCB_08L1_EH847.POSST	LQNCB_08L1_TT847.POSST	QRLCF_07L1_CV947.POSST	QRLBA_09L1_PT961.POSST	QRLBA_09L1_PT991.POSST	QRLCF_07L1_TT947.POSST	QRLAA_13L1_TT961.POSST	5.000000e+01	7.000000e+00	2.200000e-01	4.000000e+00	4.000000e+01
07L1_945	LSS	81	LQNFJ_07L1_EH845.POSST	LQNFJ_07L1_TT845.POSST	QRLCF_07L1_CV945.POSST	QRLBA_09L1_PT961.POSST	QRLBA_09L1_PT991.POSST	QRLCF_07L1_TT945.POSST	QRLAA_13L1_TT961.POSST	4.000000e+01	0.000000e+00	2.200000e-01	4.000000e+00	1.350000e+01
06L1_947	LSS	81	LQNDD_06L1_EH847.POSST	LQNDD_06L1_TT847A.POSST	QRLEC_06L1_CV947.POSST	QRLEC_06L1_PT961.POSST	QRLEC_06L1_PT991.POSST	QRLEC_06L1_TT947.POSST	QRLEC_06L1_TT961.POSST	6.000000e+01	4.300000e+00	5.000000e-02	4.000000e+00	8.220000e+00
05L1_947	LSS	81	LQNDC_05L1_EH847.POSST	LQNDC_05L1_TT847A.POSST	QRLEC_05L1_CV947.POSST	QRLEC_05L1_PT961.POSST	QRLEC_05L1_PT991.POSST	QRLEC_05L1_TT947.POSST	QRLEC_05L1_TT961.POSST	5.000000e+01	0.000000e+00	8.000000e-02	4.000000e+00	8.220000e+00
04L1_947	LSS	81	LQYCF_04L1_EH847.POSST	LQYCF_04L1_TT847A.POSST	QRLFD_04L1_CV947.POSST	QRLFD_04L1_PT961.POSST	QRLFD_04L1_PT991.POSST	QRLFD_04L1_TT947.POSST	QRLFD_04L1_TT961.POSST	4.000000e+01	1.000000e+01	1.000000e-01	4.000000e+00	1.942000e+01
03L1_947	LSS	81	LQXAB_01L1_EH847.POSST	LQXAB_01L1_TT847A.POSST	QRLGA_03L1_CV947.POSST	QRLGA_03L1_PT961.POSST	QRLGA_03L1_PT991.POSST	QRLGA_03L1_TT947.POSST	QRLGA_03L1_TT961.POSST	2.600000e+01	4.500000e+00	2.600000e-01	2.000000e+00	3.500000e+01
