Cell_list	Type_list	Sector_list	EH84x_list	TT84x_list	CV94x_list	PT961_list	PT991_list	TT94x_list	TT961_list	R_list	Qs_list	Kv_list	nc_list	L_list
29L4_943	ARC	34	LBALB_29L4_EH843.POSST	LBALB_29L4_TT843.POSST	QRLAA_29L4_CV943.POSST	QRLAA_29L4_PT961.POSST	QRLAA_29L4_PT991.POSST	QRLAA_29L4_TT943.POSST	QRLAA_29L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
27L4_947	ARC	34	LQOBK_28L4_EH847.POSST	LQOBK_28L4_TT847.POSST	QRLAB_27L4_CV947.POSST	QRLAA_29L4_PT961.POSST	QRLAA_29L4_PT991.POSST	QRLAB_27L4_TT947.POSST	QRLAA_29L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
27L4_943	ARC	34	LBALB_27L4_EH843.POSST	LBALB_27L4_TT843.POSST	QRLAB_27L4_CV943.POSST	QRLAE_25L4_PT961.POSST	QRLAE_25L4_PT991.POSST	QRLAB_27L4_TT943.POSST	QRLAE_25L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
25L4_947	ARC	34	LQOBA_26L4_EH847.POSST	LQOBA_26L4_TT847.POSST	QRLAE_25L4_CV947.POSST	QRLAE_25L4_PT961.POSST	QRLAE_25L4_PT991.POSST	QRLAE_25L4_TT947.POSST	QRLAE_25L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
25L4_943	ARC	34	LBALB_25L4_EH843.POSST	LBALB_25L4_TT843.POSST	QRLAE_25L4_CV943.POSST	QRLAE_25L4_PT961.POSST	QRLAE_25L4_PT991.POSST	QRLAE_25L4_TT943.POSST	QRLAE_25L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
23L4_947	ARC	34	LQOBA_24L4_EH847.POSST	LQOBA_24L4_TT847.POSST	QRLAB_23L4_CV947.POSST	QRLAE_25L4_PT961.POSST	QRLAE_25L4_PT991.POSST	QRLAB_23L4_TT947.POSST	QRLAE_25L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
23L4_943	ARC	34	LBALB_23L4_EH843.POSST	LBALB_23L4_TT843.POSST	QRLAB_23L4_CV943.POSST	QRLAA_21L4_PT961.POSST	QRLAA_21L4_PT991.POSST	QRLAB_23L4_TT943.POSST	QRLAA_21L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
21L4_947	ARC	34	LQOBA_22L4_EH847.POSST	LQOBA_22L4_TT847.POSST	QRLAA_21L4_CV947.POSST	QRLAA_21L4_PT961.POSST	QRLAA_21L4_PT991.POSST	QRLAA_21L4_TT947.POSST	QRLAA_21L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
21L4_943	ARC	34	LBALB_21L4_EH843.POSST	LBALB_21L4_TT843.POSST	QRLAA_21L4_CV943.POSST	QRLAA_21L4_PT961.POSST	QRLAA_21L4_PT991.POSST	QRLAA_21L4_TT943.POSST	QRLAA_21L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
19L4_947	ARC	34	LQATS_20L4_EH847.POSST	LQATS_20L4_TT847.POSST	QRLAB_19L4_CV947.POSST	QRLAA_21L4_PT961.POSST	QRLAA_21L4_PT991.POSST	QRLAB_19L4_TT947.POSST	QRLAA_21L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
19L4_943	ARC	34	LBALB_19L4_EH843.POSST	LBALB_19L4_TT843.POSST	QRLAB_19L4_CV943.POSST	QRLAA_17L4_PT961.POSST	QRLAA_17L4_PT991.POSST	QRLAB_19L4_TT943.POSST	QRLAA_17L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
17L4_947	ARC	34	LQATS_18L4_EH847.POSST	LQATS_18L4_TT847.POSST	QRLAA_17L4_CV947.POSST	QRLAA_17L4_PT961.POSST	QRLAA_17L4_PT991.POSST	QRLAA_17L4_TT947.POSST	QRLAA_17L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
17L4_943	ARC	34	LBALB_17L4_EH843.POSST	LBALB_17L4_TT843.POSST	QRLAA_17L4_CV943.POSST	QRLAA_17L4_PT961.POSST	QRLAA_17L4_PT991.POSST	QRLAA_17L4_TT943.POSST	QRLAA_17L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
15L4_947	ARC	34	LQATS_16L4_EH847.POSST	LQATS_16L4_TT847.POSST	QRLAB_15L4_CV947.POSST	QRLAA_17L4_PT961.POSST	QRLAA_17L4_PT991.POSST	QRLAB_15L4_TT947.POSST	QRLAA_17L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
15L4_943	ARC	34	LBALB_15L4_EH843.POSST	LBALB_15L4_TT843.POSST	QRLAB_15L4_CV943.POSST	QRLAA_13L4_PT961.POSST	QRLAA_13L4_PT991.POSST	QRLAB_15L4_TT943.POSST	QRLAA_13L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
13L4_947	ARC	34	LQATS_14L4_EH847.POSST	LQATS_14L4_TT847.POSST	QRLAA_13L4_CV947.POSST	QRLAA_13L4_PT961.POSST	QRLAA_13L4_PT991.POSST	QRLAA_13L4_TT947.POSST	QRLAA_13L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
13L4_943	ARC	34	LBALB_13L4_EH843.POSST	LBALB_13L4_TT843.POSST	QRLAA_13L4_CV943.POSST	QRLAA_13L4_PT961.POSST	QRLAA_13L4_PT991.POSST	QRLAA_13L4_TT943.POSST	QRLAA_13L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
11L4_947	ARC	34	LQATS_12L4_EH847.POSST	LQATS_12L4_TT847.POSST	QRLAB_11L4_CV947.POSST	QRLAA_13L4_PT961.POSST	QRLAA_13L4_PT991.POSST	QRLAB_11L4_TT947.POSST	QRLAA_13L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
11L4_943	ARC	34	LBBLP_11L4_EH843.POSST	LBBLP_11L4_TT843.POSST	QRLAB_11L4_CV943.POSST	QRLBA_09L4_PT961.POSST	QRLBA_09L4_PT991.POSST	QRLAB_11L4_TT943.POSST	QRLBA_09L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
09L4_947	ARC	34	LQNCC_10L4_EH847.POSST	LQNCC_10L4_TT847.POSST	QRLBA_09L4_CV947.POSST	QRLBA_09L4_PT961.POSST	QRLBA_09L4_PT991.POSST	QRLBA_09L4_TT947.POSST	QRLBA_09L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
09L4_943	ARC	34	LBBLF_09L4_EH843.POSST	LBBLF_09L4_TT843.POSST	QRLBA_09L4_CV943.POSST	QRLBA_09L4_PT961.POSST	QRLBA_09L4_PT991.POSST	QRLBA_09L4_TT943.POSST	QRLBA_09L4_TT961.POSST	3.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
07L4_947	LSS	34	LQNCC_08L4_EH847.POSST	LQNCC_08L4_TT847.POSST	QRLCC_07L4_CV947.POSST	QRLBA_09L4_PT961.POSST	QRLBA_09L4_PT991.POSST	QRLCC_07L4_TT947.POSST	QRLBA_09L4_TT961.POSST	3.000000e+01	3.000000e+00	2.200000e-01	4.000000e+00	4.000000e+01
07L4_945	LSS	34	LQNAB_07L4_EH845.POSST	LQNAB_07L4_TT845.POSST	QRLCC_07L4_CV945.POSST	QRLBA_09L4_PT961.POSST	QRLBA_09L4_PT991.POSST	QRLCC_07L4_TT945.POSST	QRLBA_09L4_TT961.POSST	3.000000e+01	7.000000e+00	2.200000e-01	4.000000e+00	1.350000e+01
06L4_947	LSS	34	LQYAA_06L4_EH847.POSST	LQYAA_06L4_TT847A.POSST	QRLEA_06L4_CV947.POSST	QRLEA_06L4_PT961.POSST	QRLEA_06L4_PT991.POSST	QRLEA_06L4_TT947.POSST	QRLEA_06L4_TT961.POSST	5.000000e+01	0.000000e+00	5.000000e-02	4.000000e+00	6.945000e+00
05L4_947	LSS	34	LQYBB_05L4_EH847.POSST	LQYBB_05L4_TT847A.POSST	QRLFF_05L4_CV947.POSST	QRLFF_05L4_PT961.POSST	QRLFF_05L4_PT991.POSST	QRLFF_05L4_TT947.POSST	QRLFF_05L4_TT961.POSST	1.000000e+02	4.000000e+00	1.000000e-01	4.000000e+00	1.674500e+01
05L4_947	LSS	34	LBRSA_05L4_EH847.POSST	LBRSA_05L4_TT847.POSST	QRLEB_05L4_CV947.POSST	QRLEB_05L4_PT961.POSST	QRLEB_05L4_PT991.POSST	QRLEB_05L4_TT947.POSST	QRLEB_05L4_TT961.POSST	3.400000e+01	4.000000e+00	5.000000e-02	4.000000e+00	1.120000e+01
05R4_947	LSS	45	LBRSB_05R4_EH847.POSST	LBRSB_05R4_TT847.POSST	QRLEB_05R4_CV947.POSST	QRLEB_05R4_PT961.POSST	QRLEB_05R4_PT991.POSST	QRLEB_05R4_TT947.POSST	QRLEB_05R4_TT961.POSST	8.000000e+01	4.000000e+00	5.000000e-02	4.000000e+00	1.120000e+01
05R4_947	LSS	45	LQYBA_05R4_EH847.POSST	LQYBA_05R4_TT847A.POSST	QRLFE_05R4_CV947.POSST	QRLFE_05R4_PT961.POSST	QRLFE_05R4_PT991.POSST	QRLFE_05R4_TT947.POSST	QRLFE_05R4_TT961.POSST	4.000000e+01	4.000000e+00	1.000000e-01	4.000000e+00	1.674500e+01
06R4_947	LSS	45	LQYAB_06R4_EH847.POSST	LQYAB_06R4_TT847A.POSST	QRLEA_06R4_CV947.POSST	QRLEA_06R4_PT961.POSST	QRLEA_06R4_PT991.POSST	QRLEA_06R4_TT947.POSST	QRLEA_06R4_TT961.POSST	1.000000e+02	0.000000e+00	5.000000e-02	4.000000e+00	6.945000e+00
07R4_943	LSS	45	LBBLF_08R4_EH843.POSST	LBBLF_08R4_TT843.POSST	QRLCH_07R4_CV943.POSST	QRLBA_09R4_PT961.POSST	QRLBA_09R4_PT991.POSST	QRLCH_07R4_TT943.POSST	QRLBA_09R4_TT961.POSST	3.500000e+01	2.000000e+00	2.600000e-01	4.000000e+00	4.000000e+01
09R4_947	ARC	45	LQNCD_08R4_EH847.POSST	LQNCD_08R4_TT847.POSST	QRLBA_09R4_CV947.POSST	QRLBA_09R4_PT961.POSST	QRLBA_09R4_PT991.POSST	QRLBA_09R4_TT947.POSST	QRLBA_09R4_TT961.POSST	4.800000e+01	2.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
09R4_943	ARC	45	LBBLF_10R4_EH843.POSST	LBBLF_10R4_TT843.POSST	QRLBA_09R4_CV943.POSST	QRLBA_09R4_PT961.POSST	QRLBA_09R4_PT991.POSST	QRLBA_09R4_TT943.POSST	QRLBA_09R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
11R4_947	ARC	45	LQNCD_10R4_EH847.POSST	LQNCD_10R4_TT847.POSST	QRLAB_11R4_CV947.POSST	QRLBA_09R4_PT961.POSST	QRLBA_09R4_PT991.POSST	QRLAB_11R4_TT947.POSST	QRLBA_09R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	4.500000e+01
11R4_943	ARC	45	LBALB_12R4_EH843.POSST	LBALB_12R4_TT843.POSST	QRLAB_11R4_CV943.POSST	QRLAA_13R4_PT961.POSST	QRLAA_13R4_PT991.POSST	QRLAB_11R4_TT943.POSST	QRLAA_13R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
13R4_947	ARC	45	LQATI_12R4_EH847.POSST	LQATI_12R4_TT847.POSST	QRLAA_13R4_CV947.POSST	QRLAA_13R4_PT961.POSST	QRLAA_13R4_PT991.POSST	QRLAA_13R4_TT947.POSST	QRLAA_13R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
13R4_943	ARC	45	LBALB_14R4_EH843.POSST	LBALB_14R4_TT843.POSST	QRLAA_13R4_CV943.POSST	QRLAA_13R4_PT961.POSST	QRLAA_13R4_PT991.POSST	QRLAA_13R4_TT943.POSST	QRLAA_13R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
15R4_947	ARC	45	LQATI_14R4_EH847.POSST	LQATI_14R4_TT847.POSST	QRLAB_15R4_CV947.POSST	QRLAA_13R4_PT961.POSST	QRLAA_13R4_PT991.POSST	QRLAB_15R4_TT947.POSST	QRLAA_13R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
15R4_943	ARC	45	LBALB_16R4_EH843.POSST	LBALB_16R4_TT843.POSST	QRLAB_15R4_CV943.POSST	QRLAA_17R4_PT961.POSST	QRLAA_17R4_PT991.POSST	QRLAB_15R4_TT943.POSST	QRLAA_17R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
17R4_947	ARC	45	LQATI_16R4_EH847.POSST	LQATI_16R4_TT847.POSST	QRLAA_17R4_CV947.POSST	QRLAA_17R4_PT961.POSST	QRLAA_17R4_PT991.POSST	QRLAA_17R4_TT947.POSST	QRLAA_17R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
17R4_943	ARC	45	LBALB_18R4_EH843.POSST	LBALB_18R4_TT843.POSST	QRLAA_17R4_CV943.POSST	QRLAA_17R4_PT961.POSST	QRLAA_17R4_PT991.POSST	QRLAA_17R4_TT943.POSST	QRLAA_17R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
19R4_947	ARC	45	LQATI_18R4_EH847.POSST	LQATI_18R4_TT847.POSST	QRLAB_19R4_CV947.POSST	QRLAA_17R4_PT961.POSST	QRLAA_17R4_PT991.POSST	QRLAB_19R4_TT947.POSST	QRLAA_17R4_TT961.POSST	4.500000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
19R4_943	ARC	45	LBALB_20R4_EH843.POSST	LBALB_20R4_TT843.POSST	QRLAB_19R4_CV943.POSST	QRLAA_21R4_PT961.POSST	QRLAA_21R4_PT991.POSST	QRLAB_19R4_TT943.POSST	QRLAA_21R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
21R4_947	ARC	45	LQATI_20R4_EH847.POSST	LQATI_20R4_TT847.POSST	QRLAA_21R4_CV947.POSST	QRLAA_21R4_PT961.POSST	QRLAA_21R4_PT991.POSST	QRLAA_21R4_TT947.POSST	QRLAA_21R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
21R4_943	ARC	45	LBALB_22R4_EH843.POSST	LBALB_22R4_TT843.POSST	QRLAA_21R4_CV943.POSST	QRLAA_21R4_PT961.POSST	QRLAA_21R4_PT991.POSST	QRLAA_21R4_TT943.POSST	QRLAA_21R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
23R4_947	ARC	45	LQOAH_22R4_EH847.POSST	LQOAH_22R4_TT847.POSST	QRLAB_23R4_CV947.POSST	QRLAA_21R4_PT961.POSST	QRLAA_21R4_PT991.POSST	QRLAB_23R4_TT947.POSST	QRLAA_21R4_TT961.POSST	4.500000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
23R4_943	ARC	45	LBALB_24R4_EH843.POSST	LBALB_24R4_TT843.POSST	QRLAB_23R4_CV943.POSST	QRLAA_25R4_PT961.POSST	QRLAA_25R4_PT991.POSST	QRLAB_23R4_TT943.POSST	QRLAA_25R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
25R4_947	ARC	45	LQOAH_24R4_EH847.POSST	LQOAH_24R4_TT847.POSST	QRLAA_25R4_CV947.POSST	QRLAA_25R4_PT961.POSST	QRLAA_25R4_PT991.POSST	QRLAA_25R4_TT947.POSST	QRLAA_25R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
25R4_943	ARC	45	LBALB_26R4_EH843.POSST	LBALB_26R4_TT843.POSST	QRLAA_25R4_CV943.POSST	QRLAA_25R4_PT961.POSST	QRLAA_25R4_PT991.POSST	QRLAA_25R4_TT943.POSST	QRLAA_25R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
27R4_947	ARC	45	LQOAH_26R4_EH847.POSST	LQOAH_26R4_TT847.POSST	QRLAB_27R4_CV947.POSST	QRLAA_25R4_PT961.POSST	QRLAA_25R4_PT991.POSST	QRLAB_27R4_TT947.POSST	QRLAA_25R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
27R4_943	ARC	45	LBALB_28R4_EH843.POSST	LBALB_28R4_TT843.POSST	QRLAB_27R4_CV943.POSST	QRLAA_29R4_PT961.POSST	QRLAA_29R4_PT991.POSST	QRLAB_27R4_TT943.POSST	QRLAA_29R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
29R4_947	ARC	45	LQOAH_28R4_EH847.POSST	LQOAH_28R4_TT847.POSST	QRLAA_29R4_CV947.POSST	QRLAA_29R4_PT961.POSST	QRLAA_29R4_PT991.POSST	QRLAA_29R4_TT947.POSST	QRLAA_29R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
29R4_943	ARC	45	LBALB_30R4_EH843.POSST	LBALB_30R4_TT843.POSST	QRLAA_29R4_CV943.POSST	QRLAA_29R4_PT961.POSST	QRLAA_29R4_PT991.POSST	QRLAA_29R4_TT943.POSST	QRLAA_29R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
31R4_947	ARC	45	LQOAN_30R4_EH847.POSST	LQOAN_30R4_TT847.POSST	QRLAC_31R4_CV947.POSST	QRLAA_29R4_PT961.POSST	QRLAA_29R4_PT991.POSST	QRLAC_31R4_TT947.POSST	QRLAA_29R4_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
31R4_943	ARC	45	LBALB_32R4_EH843.POSST	LBALB_32R4_TT843.POSST	QRLAC_31R4_CV943.POSST	QRLAA_33L5_PT961.POSST	QRLAA_33L5_PT991.POSST	QRLAC_31R4_TT943.POSST	QRLAA_33L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
33R4_947	ARC	45	LQOAH_32R4_EH847.POSST	LQOAH_32R4_TT847.POSST	QRLAD_33R4_CV947.POSST	QRLAA_33L5_PT961.POSST	QRLAA_33L5_PT991.POSST	QRLAD_33R4_TT947.POSST	QRLAA_33L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
33R4_943	ARC	45	LBALB_34R4_EH843.POSST	LBALB_34R4_TT843.POSST	QRLAD_33R4_CV943.POSST	QRLAA_33L5_PT961.POSST	QRLAA_33L5_PT991.POSST	QRLAD_33R4_TT943.POSST	QRLAA_33L5_TT961.POSST	5.200000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
33L5_947	ARC	45	LQOAN_34R4_EH847.POSST	LQOAN_34R4_TT847.POSST	QRLAA_33L5_CV947.POSST	QRLAA_33L5_PT961.POSST	QRLAA_33L5_PT991.POSST	QRLAA_33L5_TT947.POSST	QRLAA_33L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
33L5_943	ARC	45	LBALB_33L5_EH843.POSST	LBALB_33L5_TT843.POSST	QRLAA_33L5_CV943.POSST	QRLAA_33L5_PT961.POSST	QRLAA_33L5_PT991.POSST	QRLAA_33L5_TT943.POSST	QRLAA_33L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
31L5_947	ARC	45	LQOAN_32L5_EH847.POSST	LQOAN_32L5_TT847.POSST	QRLAB_31L5_CV947.POSST	QRLAA_33L5_PT961.POSST	QRLAA_33L5_PT991.POSST	QRLAB_31L5_TT947.POSST	QRLAA_33L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
31L5_943	ARC	45	LBALB_31L5_EH843.POSST	LBALB_31L5_TT843.POSST	QRLAB_31L5_CV943.POSST	QRLAA_29L5_PT961.POSST	QRLAA_29L5_PT991.POSST	QRLAB_31L5_TT943.POSST	QRLAA_29L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
29L5_947	ARC	45	LQOAH_30L5_EH847.POSST	LQOAH_30L5_TT847.POSST	QRLAA_29L5_CV947.POSST	QRLAA_29L5_PT961.POSST	QRLAA_29L5_PT991.POSST	QRLAA_29L5_TT947.POSST	QRLAA_29L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
29L5_943	ARC	45	LBALB_29L5_EH843.POSST	LBALB_29L5_TT843.POSST	QRLAA_29L5_CV943.POSST	QRLAA_29L5_PT961.POSST	QRLAA_29L5_PT991.POSST	QRLAA_29L5_TT943.POSST	QRLAA_29L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
27L5_947	ARC	45	LQOAN_28L5_EH847.POSST	LQOAN_28L5_TT847.POSST	QRLAB_27L5_CV947.POSST	QRLAA_29L5_PT961.POSST	QRLAA_29L5_PT991.POSST	QRLAB_27L5_TT947.POSST	QRLAA_29L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
27L5_943	ARC	45	LBALB_27L5_EH843.POSST	LBALB_27L5_TT843.POSST	QRLAB_27L5_CV943.POSST	QRLAA_25L5_PT961.POSST	QRLAA_25L5_PT991.POSST	QRLAB_27L5_TT943.POSST	QRLAA_25L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
25L5_947	ARC	45	LQOAH_26L5_EH847.POSST	LQOAH_26L5_TT847.POSST	QRLAA_25L5_CV947.POSST	QRLAA_25L5_PT961.POSST	QRLAA_25L5_PT991.POSST	QRLAA_25L5_TT947.POSST	QRLAA_25L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
25L5_943	ARC	45	LBALB_25L5_EH843.POSST	LBALB_25L5_TT843.POSST	QRLAA_25L5_CV943.POSST	QRLAA_25L5_PT961.POSST	QRLAA_25L5_PT991.POSST	QRLAA_25L5_TT943.POSST	QRLAA_25L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
23L5_947	ARC	45	LQOAH_24L5_EH847.POSST	LQOAH_24L5_TT847.POSST	QRLAB_23L5_CV947.POSST	QRLAA_25L5_PT961.POSST	QRLAA_25L5_PT991.POSST	QRLAB_23L5_TT947.POSST	QRLAA_25L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
23L5_943	ARC	45	LBALB_23L5_EH843.POSST	LBALB_23L5_TT843.POSST	QRLAB_23L5_CV943.POSST	QRLAA_21L5_PT961.POSST	QRLAA_21L5_PT991.POSST	QRLAB_23L5_TT943.POSST	QRLAA_21L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
21L5_947	ARC	45	LQOAH_22L5_EH847.POSST	LQOAH_22L5_TT847.POSST	QRLAA_21L5_CV947.POSST	QRLAA_21L5_PT961.POSST	QRLAA_21L5_PT991.POSST	QRLAA_21L5_TT947.POSST	QRLAA_21L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
21L5_943	ARC	45	LBALB_21L5_EH843.POSST	LBALB_21L5_TT843.POSST	QRLAA_21L5_CV943.POSST	QRLAA_21L5_PT961.POSST	QRLAA_21L5_PT991.POSST	QRLAA_21L5_TT943.POSST	QRLAA_21L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
19L5_947	ARC	45	LQATI_20L5_EH847.POSST	LQATI_20L5_TT847.POSST	QRLAB_19L5_CV947.POSST	QRLAA_21L5_PT961.POSST	QRLAA_21L5_PT991.POSST	QRLAB_19L5_TT947.POSST	QRLAA_21L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
19L5_943	ARC	45	LBALB_19L5_EH843.POSST	LBALB_19L5_TT843.POSST	QRLAB_19L5_CV943.POSST	QRLAA_17L5_PT961.POSST	QRLAA_17L5_PT991.POSST	QRLAB_19L5_TT943.POSST	QRLAA_17L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
17L5_947	ARC	45	LQATI_18L5_EH847.POSST	LQATI_18L5_TT847.POSST	QRLAA_17L5_CV947.POSST	QRLAA_17L5_PT961.POSST	QRLAA_17L5_PT991.POSST	QRLAA_17L5_TT947.POSST	QRLAA_17L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
17L5_943	ARC	45	LBALB_17L5_EH843.POSST	LBALB_17L5_TT843.POSST	QRLAA_17L5_CV943.POSST	QRLAA_17L5_PT961.POSST	QRLAA_17L5_PT991.POSST	QRLAA_17L5_TT943.POSST	QRLAA_17L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
15L5_947	ARC	45	LQATI_16L5_EH847.POSST	LQATI_16L5_TT847.POSST	QRLAB_15L5_CV947.POSST	QRLAA_17L5_PT961.POSST	QRLAA_17L5_PT991.POSST	QRLAB_15L5_TT947.POSST	QRLAA_17L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
15L5_943	ARC	45	LBALB_15L5_EH843.POSST	LBALB_15L5_TT843.POSST	QRLAB_15L5_CV943.POSST	QRLAA_13L5_PT961.POSST	QRLAA_13L5_PT991.POSST	QRLAB_15L5_TT943.POSST	QRLAA_13L5_TT961.POSST	4.100000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
13L5_947	ARC	45	LQATI_14L5_EH847.POSST	LQATI_14L5_TT847.POSST	QRLAA_13L5_CV947.POSST	QRLAA_13L5_PT961.POSST	QRLAA_13L5_PT991.POSST	QRLAA_13L5_TT947.POSST	QRLAA_13L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
13L5_943	ARC	45	LBALB_13L5_EH843.POSST	LBALB_13L5_TT843.POSST	QRLAA_13L5_CV943.POSST	QRLAA_13L5_PT961.POSST	QRLAA_13L5_PT991.POSST	QRLAA_13L5_TT943.POSST	QRLAA_13L5_TT961.POSST	4.000000e+01	2.000000e+00	3.900000e-01	4.000000e+00	5.300000e+01
